atfs-dev 1.4pl6-11
libhtp-dev 0.2.14-1ubuntu1
libhtsengine-dev 1.08-1
libhttrack-dev 3.48.1-4ubuntu1
libhunspell-dev 1.3.2-6ubuntu2
libhwloc-dev 1.8-1ubuntu1.14.04.1
libhx-dev 3.15-2ubuntu1
libhyantes-dev 1.3.0-1ubuntu1
libhyphen-dev 2.8.6-3ubuntu2
libhypre-dev 2.8.0b-1build1
libhz-dev 0.3.16-3
libi2c-dev 3.1.0-2
libibcm-dev 1.0.4-1.2
libibcommon-dev 1.1.2-20090314-1ubuntu1
libibdm-dev 1.5.7-1ubuntu1
libibmad-dev 1.3.9-1ubuntu1
libibtk-dev 0.0.14-12ubuntu1
libibumad-dev 1.3.8-1ubuntu1
libibus-1.0-dev 1.5.5-1ubuntu3
libibus-qt-dev 1.3.2-2
libibverbs-dev 1.1.7-1ubuntu1
libical-dev 1.0-0ubuntu1
libicapapi-dev 1:0.3.2-1
libicc-dev 2.12+argyll1.5.1-5ubuntu1
libicc-utils-dev 2.12+argyll1.5.1-5ubuntu1
libice-dev 2:1.0.8-2
libicee-dev 1.2.0-6.1ubuntu1
libicns-dev 0.8.1-1
libiconv-hook-dev 0.0.20021209-10ubuntu2
libics-dev 1.5.2-4ubuntu1
libicu-dev 52.1-3ubuntu0.2
libid3-3.8.3-dev 3.8.3-15
libid3tag0-dev 0.15.1b-10ubuntu1
libident-dev 0.22-3build4
libidl-dev 0.8.14-0.2ubuntu4
libidn11-dev 1.28-1ubuntu2
libidn2-0-dev 0.9-1
libido-0.1-dev 12.10.0.1-0ubuntu2
libido3-0.1-dev 13.10.0+14.04.20140423-0ubuntu1
libidzebra-2.0-dev 2.0.44-3.1
libiec16022-dev 0.2.4-1ubuntu1
libiec61883-dev 1.2.0-0.1ubuntu3
libieee1284-3-dev 0.2.11-12
libifp-dev 1.0.0.2-5ubuntu1
libifstat-dev 1.1-8build1
libigraph0-dev 0.6.5-5
libigstk4-dev 4.4.0-6
libijs-dev 0.35-8build1
libiksemel-dev 1.2-4.2
libilmbase-dev 1.0.1-6ubuntu1
libimdi-dev 1.5.1-5ubuntu1
libiml-dev 1.0.3-5
libimlib2-dev 1.4.6-2
libimobiledevice-dev 1.1.5+git20140313.bafe6a9e-0ubuntu1
libindi-dev 0.9.7-0ubuntu4
libindicate-dev 12.10.1-0ubuntu3
libindicate-gtk-dev 12.10.1-0ubuntu3
libindicate-gtk3-dev 12.10.1-0ubuntu3
libindicate-qt-dev 0.2.5.91-5
libindicator-dev 12.10.2+14.04.20141007.1-0ubuntu1
libindicator-messages-status-provider-dev 12.10.2+14.04.20141007.1-0ubuntu1
libindicator3-dev 12.10.2+14.04.20141007.1-0ubuntu1
libindigo-dev 1.1.11-2
libinfinity-0.5-dev 0.5.5-1
libini-config-dev 0.3.0.1-4
libinnodb-dev 1.0.6.6750-1
libinotifytools0-dev 3.14-1ubuntu1
libinput-pad-dev 1.0.3-1
libinsighttoolkit3-dev 3.20.1+git20120521-5
libinstpatch-dev 1.0.0-3
libint-dev 1.1.5-1ubuntu1
libiodbc2-dev 3.52.7-3.1
libion-dev 3.2.0~dfsg1-1
libipa-hbac-dev 1.11.5-1ubuntu3
libipathverbs-dev 1.2-1
libipe-dev 7.1.4-2
libipmiconsole-dev 1.1.5-3ubuntu3.2
libipmidetect-dev 1.1.5-3ubuntu3.2
libipmimonitoring-dev 1.1.5-3ubuntu3.2
libipset-dev 6.20.1-1
libiptcdata0-dev 1.0.4-3ubuntu3
libipx-dev 1.0.4-3ubuntu3
libircclient-dev 1.3+dfsg1-3
libirman-dev 0.4.4-2build3
libirrlicht-dev 1.8.1+dfsg1-1
libisajet758-3-dev 20061220+dfsg3-3
libiscsi-dev 1.4.0-3
libisl-dev 0.12.2-1
libiso9660-dev 0.83-4.1ubuntu1
libisoburn-dev 1.3.2-1ubuntu1
libisofs-dev 1.3.4-0ubuntu1
libitl-dev 0.7.0-3build1
libitl-gobject-dev 0.2-1
libitpp-dev 4.3.1-2
libitsol-dev 1.0.0-2
libivykis-dev 0.36.2-1
libiw-dev 30~pre9-8ubuntu1
libjack-dev 1:0.121.3+20120418git75e3e20b-2.1ubuntu1
libjack-dev 1:0.121.3+20120418git75e3e20b-2.1ubuntu1
libjack-jackd2-dev 1.9.9.5+20130622git7de15e7a-1ubuntu1
libjail-dev 1.9.9.5+20130622git7de15e7a-1ubuntu1
libjalali-dev 0.4.1-2
libjama-dev 1.2.4-2
libjana-dev 0.0.0+git20091215.9ec1da8a-3build1
libjana-ecal-dev 0.0.0+git20091215.9ec1da8a-3build1
libjana-gtk-dev 0.0.0+git20091215.9ec1da8a-3build1
libjansson-dev 2.5-2
libjasper-dev 1.900.1-14ubuntu3.2
libjaula-dev 1.4.0-3ubuntu1
libjavascriptcoregtk-1.0-dev 2.4.8-1ubuntu1~ubuntu14.04.1
libjavascriptcoregtk-3.0-dev 2.4.8-1ubuntu1~ubuntu14.04.1
libjbig-dev 2.0-2ubuntu4.1
libjbig2dec0-dev 0.11+20120125-1ubuntu1
libjconv-dev 2.8-6
libjemalloc-dev 3.5.1-2
libjim-dev 0.74-3
libjpeg8-dev 8c-2ubuntu8
libjpgalleg4-dev 2:4.4.2-4
libjson-glib-dev 0.16.2-1ubuntu1
libjson-spirit-dev 4.05-1.1
libjson0-dev 0.11-3ubuntu1.2
libjsoncpp-dev 0.6.0~rc2-3ubuntu1
libjte-dev 1.19-2
libjthread-dev 1.3.1-3
libjudy-dev 1.0.5-1ubuntu1
libjuman-dev 7.0-3.1ubuntu1
libk3b-dev 2.0.2-7ubuntu1
libkactivities-dev 4:4.13.3-0ubuntu0.2
libkakasi2-dev 2.3.6-0ubuntu1
libkal-dev 0.9.0-1ubuntu1
libkarma-dev 0.1.2-2.3
libkate-dev 0.4.1-1ubuntu1
libkaya-gd-dev 0.4.4-6ubuntu3
libkaya-gl-dev 0.4.4-6ubuntu3
libkaya-mysql-dev 0.4.4-6ubuntu3
libkaya-ncurses-dev 0.4.4-6ubuntu3
libkaya-ncursesw-dev 0.4.4-6ubuntu3
libkaya-pgsql-dev 0.4.4-6ubuntu3
libkaya-sdl-dev 0.4.4-6ubuntu3
libkaya-sqlite3-dev 0.4.4-6ubuntu3
libkcddb-dev 4:4.13.3-0ubuntu0.1
libkdcraw-dev 4:4.13.0-0ubuntu1
libkdeedu-dev 4:4.13.0-0ubuntu1
libkdegames-dev 4:4.13.1-0ubuntu0.1
libkdtree++-dev 0.7.1+git20101123-3build1
libkernlib1-dev 20061220+dfsg3-4
libkexiv2-dev 4:4.13.0-0ubuntu1
libkeybinder-dev 0.3.0-2
libkeyutils-dev 1.5.6-1
libkibi-dev 0.1.1-1
libkiconv-dev 0.1.1-1
libkipi-dev 4:4.13.0-0ubuntu1
libkiten-dev 4:4.13.3-0ubuntu0.1
libklatexformula3-dev 3.2.8-0ubuntu1
libklibc-dev 2.0.3-0ubuntu1
libkmfl-dev 0.9.8-1
libkmflcomp-dev 0.9.8-1ubuntu1
libkml-dev 1.3.0~r864-2
libkmod-dev 15-0ubuntu6
libkokyu-dev 6.0.3+dfsg-0.2
libkonq5-dev 4:4.13.3-0ubuntu0.1
libkonqsidebarplugin-dev 4:4.13.3-0ubuntu0.1
libkopete-dev 4:4.13.3-0ubuntu0.1
libkosd2-dev 0.8.1-1
libkpathsea-dev 2013.20130729.30972-2build3
libkqueue-dev 1.0.4-2ubuntu1
libkrb5-dbg 1.12+dfsg-2ubuntu5.1
libkrb5-dev 1.12+dfsg-2ubuntu5.1
libksane-dev 4:4.13.0-0ubuntu1
libksba-dev 1.3.0-3ubuntu0.14.04.1
libktoblzcheck1-dev 1.44-1ubuntu1
libktorrent-dev 1.3.1-3ubuntu1
libktpcommoninternalsprivate-dev 0.8.1-0ubuntu0.1
libkvm-dev 0.8.1-0ubuntu0.1
libkvutils-dev 0.8.1-0ubuntu0.1
libkwnn-dev 1.1.1~a021+cvs20130302-4
libkwwidgets1-dev 1.0.0~cvs20100930-8
libkxl0-dev 1.1.7-16ubuntu1
libladr-dev 0.0.200911a-2
liblapack-dev 3.5.0-2ubuntu1
liblapack-pic 3.5.0-2ubuntu1
liblapacke-dev 3.5.0-2ubuntu1
liblas-dev 1.7.0+dfsg-4
liblash-compat-dev 1+dfsg0-4
liblasi-dev 1.1.0-1
liblasso3-dev 2.4.0-2build1
liblastfm-dev 1.0.8-2
liblcgdm-dev 1.8.7-3
liblcms1-dev 1.19.dfsg-1.2ubuntu5
liblcms2-dev 2.5-0ubuntu4
libldap-2.4-2-dbg 2.4.31-1+nmu2ubuntu8
libldap2-dev 2.4.31-1+nmu2ubuntu8
libldb-dev 1:1.1.16-1
libldns-dev 1.6.17-1
liblensfun-dev 0.2.8-1
libleptonica-dev 1.70.1-1
libleveldb-dev 1.15.0-2
liblfc-dev 1.8.7-3
liblhapdf-dev 5.9.1-3build1
liblhasa-dev 0.0.7-2
liblicense-dev 0.8.1-3ubuntu1
liblightdm-gobject-dev 0.8.1-3ubuntu1
liblightdm-qt-dev 1.10.5-0ubuntu1
liblilv-dev 0.16.0~dfsg0-1
liblinear-dev 1.8+dfsg-1ubuntu1
liblinebreak2-dev 1.8+dfsg-1ubuntu1
liblink-grammar4-dev 4.7.4-2ubuntu1
liblinphone-dev 3.6.1-2.1build2
liblip-dev 2.0.0-1.1ubuntu1
liblircclient-dev 0.9.0-0ubuntu5
liblistaller-glib-dev 0.5.8-2
liblivemedia-dev 2014.01.13-1
liblo-dev 0.28-3
liblo10k1-dev 1.0.27-2ubuntu3
libloadpng4-dev 2:4.4.2-4
liblockdev1-dev 1.0.3-1.5build1
liblockfile-dev 1.09-6ubuntu1
liblodo3.0-dev 3.0.2+dfsg-4.1ubuntu3
liblog4ada2-dev 1.2-3
liblog4c-dev 1.2.1-3
liblog4cplus-dev 1.0.4-1ubuntu1
liblog4cpp5-dev 1.0-4
liblog4cxx10-dev 0.10.0-1.2ubuntu3
liblog4shib-dev 1.0.8-1
liblog4tango4-dev 1.0.8-1
liblogforwarderutils2-dev 2.7-1
liblognorm-dev 0.3.7-1ubuntu1
liblogservicecomponentbase2-dev 2.7-1
liblogservicetoolbase2-dev 2.7-1
liblogsys-dev 2.7-1
liblogthread-dev 2.7-1
libloki-dev 0.1.7-3
libloudmouth1-dev 1.4.3-10
liblouis-dev 2.5.3-2ubuntu1
liblouisutdml-dev 2.4.0-1
liblouisxml-dev 2.4.0-5
liblowpan-dev 0.3-1
liblpsolve55-dev 5.5.0.13-7build1
liblqr-1-0-dev 0.4.1-2ubuntu1
liblrdf0-dev 0.4.0-5build1
liblrm2-dev 1.0.11+hg2754-1.1build1
liblrs-dev 0.43-1
liblscp-dev 0.5.6-7ubuntu1
libltcsmpte-dev 0.4.4-1
libltdl-dev 2.4.2-1.7ubuntu1
liblttctl-dev 2.4.0-2ubuntu1
liblttd-dev 2.4.0-2ubuntu1
liblttng-ust-dev 2.4.0-4ubuntu1
liblttoolbox3-3.1-0-dev 3.1.0-1.1ubuntu1
liblttvtraceread-2.6-dev 3.1.0-1.1ubuntu1
liblua5.1-0-dev 5.1.5-5ubuntu0.1
liblua5.1-apr-dev 5.1.5-5ubuntu0.1
liblua5.1-apr-dev 5.1.5-5ubuntu0.1
liblua5.1-bitop-dev 1.0.2-2
liblua5.1-bitop-dev 1.0.2-2
liblua5.1-curl-dev 0.3.0-7
liblua5.1-curl-dev 0.3.0-7
liblua5.1-cyrussasl-dev 0.3.0-7
liblua5.1-cyrussasl-dev 0.3.0-7
liblua5.1-event-dev 0.3.0-7
liblua5.1-event-dev 0.3.0-7
liblua5.1-expat-dev 0.3.0-7
liblua5.1-expat-dev 0.3.0-7
liblua5.1-filesystem-dev 0.3.0-7
liblua5.1-filesystem-dev 0.3.0-7
liblua5.1-leg-dev 0.3.0-7
liblua5.1-leg-dev 0.3.0-7
liblua5.1-lpeg-dev 0.3.0-7
liblua5.1-lpeg-dev 0.3.0-7
liblua5.1-md5-dev 0.3.0-7
liblua5.1-md5-dev 0.3.0-7
liblua5.1-oocairo-dev 0.3.0-7
liblua5.1-oopango-dev 0.3.0-7
liblua5.1-orbit-dev 0.3.0-7
liblua5.1-orbit-dev 0.3.0-7
liblua5.1-rex-onig-dev 0.3.0-7
liblua5.1-rex-onig-dev 0.3.0-7
liblua5.1-rex-pcre-dev 0.3.0-7
liblua5.1-rex-pcre-dev 0.3.0-7
liblua5.1-rex-posix-dev 0.3.0-7
liblua5.1-rex-posix-dev 0.3.0-7
liblua5.1-rrd-dev 0.3.0-7
liblua5.1-sec-dev 0.3.0-7
liblua5.1-sec-dev 0.3.0-7
liblua5.1-socket-dev 0.3.0-7
liblua5.1-socket-dev 0.3.0-7
liblua5.1-sql-mysql-dev 0.3.0-7
liblua5.1-sql-mysql-dev 0.3.0-7
liblua5.1-sql-postgres-dev 0.3.0-7
liblua5.1-sql-postgres-dev 0.3.0-7
liblua5.1-wsapi-fcgi-dev 0.3.0-7
liblua5.1-wsapi-fcgi-dev 0.3.0-7
liblua5.2-dev 5.2.3-1
liblua50-dev 5.0.3-7
libluabind-dev 0.9.1+dfsg-8
libluabind-examples 0.9.1+dfsg-8
liblualib50-dev 5.0.3-7
liblunar-1-dev 2.0.1-2.2ubuntu1
liblunar-date-dev 2.4.0-2ubuntu1
liblv2dynparam1-dev 2-5
liblvm2-dev 2.02.98-6ubuntu2
liblwipv6-dev 1.5a-2ubuntu1
liblz-dev 1.3-4
liblzma-dev 5.1.1alpha+20120614-2ubuntu2
liblzo2-dev 2.06-1.2ubuntu1.1
libm17n-dev 1.6.4-2ubuntu1
libm17n-im-config-dev 0.9.0-3ubuntu1
libm4ri-dev 20130416-6
libmaa-dev 1.3.2-2
libmad0-dev 0.15.1b-8ubuntu1
libmadlib-dev 1.3.0-2.1ubuntu1
libmagic-dev 1:5.14-2ubuntu3.3
libmagick++-dev 8:6.7.7.10-6ubuntu3
libmagick++-dev 8:6.7.7.10-6ubuntu3
libmagickcore-dev 8:6.7.7.10-6ubuntu3
libmagickwand-dev 8:6.7.7.10-6ubuntu3
libmagics++-dev 2.18.15-5
libmailutils-dev 1:2.99.98-1.1
libmalaga-dev 7.12-4.1ubuntu1
libmaloc-dev 0.2-3
libmapi-dev 1:2.0-3
libmapiadmin-dev 1:2.0-3
libmapipp-dev 1:2.0-3
libmapnik-dev 2.2.0+ds1-6build2
libmapnik2-dev 2.2.0+ds1-6build2
libmarble-dev 4:4.13.3-0ubuntu0.1
libmarkdown2-dev 2.1.7-1
libmatchbox-dev 1.9-osso8-3.1
libmath++-dev 0.0.4-5
libmatheval-dev 1.1.10+dfsg-1.1
libmathlib2-dev 20061220+dfsg3-4
libmatio-dev 1.5.2-1ubuntu1
libmatrixssl1.8-dev 1.8.8-1
libmatroska-dev 1.4.1-2
libmbt0-dev 1.4.1-2
libmcpp-dev 2.7.2-3ubuntu1
libmcrypt-dev 2.5.8-3.1ubuntu1
libmcs-dev 2.5.8-3.1ubuntu1
libmd3-dev 0.1.92-4ubuntu1
libmdc2-dev 0.13.0-2
libmdds-dev 0.10.2-1
libmeanwhile-dev 1.0.2-4.1ubuntu1
libmecab-dev 0.996-1.1
libmediainfo-dev 0.7.67-2ubuntu1
libmediastreamer-dev 3.6.1-2.1build2
libmedimport-dev 3.0.6-2ubuntu1
libmeep-dev 1.1.1-9ubuntu1
libmeep-lam4-dev 1.1.1-10
libmeep-mpi-default-dev 1.1.1-10ubuntu1
libmeep-mpich2-dev 1.1.1-10build1
libmeep-openmpi-dev 1.1.1-10
libmemcache-dev 1.4.0.rc2-1ubuntu1
libmemcached-dev 1.0.8-1ubuntu2
libmemphis-0.2-dev 0.2.3-2
libmemstat-dev 0.2.3-2
libmenu-cache1-dev 0.2.3-2
libmercator-0.3-dev 0.3.0-2
libmetacity-dev 1:2.34.13-0ubuntu4
libmetis-edf-dev 4.1-2-3
libmgl-dev 2.1.3.1-4ubuntu3
libmhash-dev 0.9.9.9-4
libmicrohttpd-dev 0.9.33-1
libmigemo-dev 1:1.2+gh0.20140306-1
libmikmod2-dev 3.1.16-1
libmilter-dev 8.14.4-4.1ubuntu1
libmimedir-dev 0.5.1-4ubuntu2
libmimedir-gnome-dev 0.4.2-6
libmimelib1-dev 5:1.1.4-2
libmimetic-dev 0.9.7-4
libmimic-dev 1.0.4-2.1ubuntu1
libminc-dev 2.2.00-3
libming-dev 1:0.4.5-1ubuntu5
libmini18n-dev 0.2.1-1
libminidjvu-dev 0.8.svn.2010.05.06+dfsg-3
libminiupnpc-dev 1.6-3ubuntu2.14.04.1
libmission-control-plugins-dev 1:5.16.1-1ubuntu3
libmkv-dev 0.6.5.1-1ubuntu1
libmlt++-dev 0.9.0-3
libmlt-dev 0.9.0-3
libmlx4-dev 1.0.5-1ubuntu1
libmm-dev 1.4.2-5ubuntu3
libmmpong0.9-dev 0.9.1-3
libmms-dev 0.6.2-3ubuntu2
libmng-dev 2.0.2-0ubuntu3
libmnl-dev 1.0.3-3ubuntu1
libmodbus-dev 3.0.5-1
libmodglue1-dev 1.19-0ubuntu1
libmodplug-dev 1:0.8.8.4-4.1
libmoe-dev 1.5.8-1
libmongo-client-dev 0.1.7-1
libmopac7-dev 1.15-6ubuntu1
libmorph-dev 1:20090926
libmosquitto0-dev 0.15-2ubuntu1
libmosquittopp0-dev 0.15-2ubuntu1
libmotif-dev 2.3.4-5
libmount-dev 2.20.1-5.1ubuntu20.4
libmowgli-dev 1.0.0-1ubuntu1
libmozjs-dev 1.0.0-1ubuntu1
libmozjs185-dev 1.8.5-1.0.0+dfsg-4ubuntu1
libmp3lame-dev 3.99.5+repack1-3ubuntu1
libmp3splt-dev 0.7.2-2ubuntu1
libmp4v2-dev 2.0.0~dfsg0-2
libmpc-dev 1.0.1-1ubuntu1
libmpcdec-dev 2:0.1~r459-1ubuntu3
libmpd-dev 0.20.0-1.1ubuntu1
libmpdclient-dev 2.9-1ubuntu1
libmpeg2-4-dev 0.5.1-5ubuntu1
libmpeg3-dev 1.5.4-5ubuntu1
libmpfi-dev 1.5.1-3
libmpfr-dev 3.1.2-1
libmpg123-dev 1.16.0-1ubuntu1
libmpich2-dev 3.0.4-6ubuntu1
libmpikmeans-dev 1.5-1build3
libmrml1-dev 0.1.14-12.1
libmrmpi-dev 1.0~20131122-1build1
libmrss0-dev 0.19.2-4
libmsgpack-dev 0.5.7-3ubuntu1
libmsn-dev 4.2.1-0ubuntu2
libmsv-dev 1.0-1
libmtbl-dev 0.5-1
libmtcp-dev 1.2.5-1ubuntu2
libmtdev-dev 1.1.4-1ubuntu1
libmthca-dev 1.0.6-1ubuntu1
libmtp-dev 1.1.6-20-g1b9f164-1ubuntu2
libmudflap0-4.4-dev 1.1.6-20-g1b9f164-1ubuntu2
libmudflap0-4.6-dev 1.1.6-20-g1b9f164-1ubuntu2
libmudflap0-4.7-dev 1.1.6-20-g1b9f164-1ubuntu2
libmulticobex1-dev 0.23-1.2ubuntu3
libmumps-dev 4.10.0.dfsg-3build1
libmumps-ptscotch-dev 4.10.0.dfsg-3build1
libmumps-scotch-dev 4.10.0.dfsg-3build1
libmumps-seq-dev 4.10.0.dfsg-3build1
libmunge-dev 0.5.11-1ubuntu1
libmuparser-dev 2.2.3-3
libmupdf-dev 1.3-2
libmupen64plus-dev 2.0-4
libmuroar-dev 0.1.12-3
libmusic-dev 1.0.7-1.2build1
libmusicbrainz3-dev 3.0.2-2.1
libmusicbrainz5-dev 5.0.1-2
libmutter-dev 3.10.4-0ubuntu2.1
libmx-dev 1.4.7-0ubuntu3
libmxml-dev 2.7-1
libmyproxy-dev 5.9-6
libmysql++-dev 3.2.0+pristine-1
libmysqlclient-dev 5.5.41-0ubuntu0.14.04.1
libmysqlcppconn-dev 1.1.3-5
libmysqld-dev 5.5.41-0ubuntu0.14.04.1
libmysqld-pic 5.5.41-0ubuntu0.14.04.1
libmythes-dev 2:1.2.2-1ubuntu2
libn32ffi-dev 2:1.2.2-1ubuntu2
libn32z1-dev 2:1.2.2-1ubuntu2
libnabrit-dev 0.5.0-2
libnacl-dev 20110221-4.1
libnacore-dev 0.5.0-2
libnanohttp-dev 1.1.0-17.2
libnatpmp-dev 20110808-3ubuntu2
libnautilus-extension-dev 1:3.10.1-0ubuntu9.7
libnauty-dev 2.4r2-1
libncap-dev 1.9.2-1build1
libncbi6-dev 6.1.20120620-7
libncp-dev 6.1.20120620-7
libncurses5-dev 5.9+20140118-1ubuntu1
libncursesada2-dev 5.9.20110404-10
libncursesw5-dev 5.9+20140118-1ubuntu1
libndr-dev 5.9+20140118-1ubuntu1
libndr-standard-dev 5.9+20140118-1ubuntu1
libnecpp-dev 1.5.0+cvs20101003-2.2ubuntu1
libneon27-dev 0.30.0-1ubuntu1
libneon27-gnutls-dev 0.30.0-1ubuntu1
libnes-dev 1.1.3-1
libnet1-dev 1.1.6+dfsg-2ubuntu1
libnet6-1.3-dev 1:1.3.14-1ubuntu1
libnetcdf-dev 1:4.1.3-7ubuntu2
libnetcf-dev 1:0.2.3-4ubuntu1
libnetclasses-dev 1.06.dfsg-5build3
libnetfilter-conntrack-dev 1.0.4-1
libnetfilter-cttimeout-dev 1.0.0-2ubuntu1
libnetfilter-log-dev 1.0.0-1ubuntu1
libnetfilter-queue-dev 1.0.2-1
libnetgraph-dev 1.0.2-1
libnetpbm10-dev 2:10.0-15ubuntu2
libnetpbm9-dev 2:10.0-15ubuntu2
libnetsvcs-dev 6.0.3+dfsg-0.2
libnewlib-dev 2.1.0-3
libnewmat10-dev 1.10.4-5
libnewt-dev 0.52.15-2ubuntu5
libnewt-pic 0.52.15-2ubuntu5
libnexus0-dev 4.3.2-svn1919-1
libnfnetlink-dev 1.0.1-2
libnfo-dev 1.0.1-1
libnfs-dev 1.3.0-2ubuntu1
libnice-dev 0.1.4-1
libnids-dev 1.23-2
libnifti-dev 2.0.0-1
libnih-dbus-dev 1.0.3-4ubuntu25
libnih-dev 1.0.3-4ubuntu25
libnjb-dev 2.2.7~dfsg0-3ubuntu1
libnl-3-dev 3.2.21-1
libnl-cli-3-dev 3.2.21-1
libnl-dev 1.1-8ubuntu1
libnl-genl-3-dev 3.2.21-1
libnl-nf-3-dev 3.2.21-1
libnl-route-3-dev 3.2.21-1
libnm-glib-dev 0.9.8.8-0ubuntu7
libnm-glib-vpn-dev 0.9.8.8-0ubuntu7
libnm-gtk-dev 0.9.8.8-0ubuntu4.3
libnm-util-dev 0.9.8.8-0ubuntu7
libnmz7-dev 2.0.21-9
libnoise-dev 1.0.0+repack-0+nmu1
libnotify-dev 0.7.6-1ubuntu3
libnotmuch-dev 0.17-3
libnova-dev 0.14.0-2ubuntu2
libnpth0-dev 0.91-3
libnsbmp0-dev 0.0.1-1.1
libnsgif0-dev 0.0.1-1.1
libnspr4-dev 2:4.10.7-0ubuntu0.14.04.1
libnss3-dev 2:3.17.4-0ubuntu0.14.04.1
libntfs-dev 2:3.17.4-0ubuntu0.14.04.1
libntl-dev 5.5.2-2
libntlm0-dev 1.4-1
libntrack-dev 016-1.2ubuntu2
libntrack-glib-dev 016-1.2ubuntu2
libntrack-gobject-dev 016-1.2ubuntu2
libntrack-qt4-dev 016-1.2ubuntu2
libnuclient-dev 2.4.3-3
libnuma-dev 2.0.9~rc5-1ubuntu3
libnussl-dev 2.4.3-3
libnvtt-dev 2.0.8-1+dfsg-4
libnxcl-dev 0.9-3.1ubuntu1
libnxml0-dev 0.18.3-6
libnzb-dev 0.0.20050629-6.1ubuntu1
liboasis3-dev 3.3.beta.dfsg.1-8build2
liboath-dev 2.0.2-2ubuntu2
liboauth-dev 1.0.1-1
libobby-0.4-dev 0.4.8-1ubuntu1
libobexftp0-dev 0.23-1.2ubuntu3
libocas-dev 0.93-1
liboce-foundation-dev 0.15-4
liboce-modeling-dev 0.15-4
liboce-ocaf-dev 0.15-4
liboce-ocaf-lite-dev 0.15-4
liboce-visualization-dev 0.15-4
libocpf-dev 1:2.0-3
libocrad-dev 0.22-1
liboctave-dev 3.8.1-1ubuntu1
libode-dev 2:0.11.1-4ubuntu1
libode-sp-dev 2:0.11.1-4ubuntu1
libodin-dev 1.8.5-2ubuntu1
libofa0-dev 0.9.3-5ubuntu1
libofapi-dev 0git20070620-7
libofdt-dev 0git20070620-7
libofetion-dev 2.2.2-1
libofx-dev 1:0.9.4-2.1ubuntu1
libogdi3.2-dev 3.2.0~beta2-7ubuntu1
libogg-dev 1.3.1-1ubuntu1
liboggkate-dev 0.4.1-1ubuntu1
liboggplay1-dev 0.2.1~git20091227-1.2ubuntu1
liboggz2-dev 1.1.1-2ubuntu1
liboglappth-dev 1.0.0-2ubuntu1
libogre-1.8-dev 1.8.1+dfsg-0ubuntu3
libogre-dev 1.8.1+dfsg-0ubuntu3
liboil0.3-dev 0.3.17-2ubuntu4
libois-dev 1.3.0+dfsg0-5
libomhacks-dev 0.16-1
libomnievents-dev 1:2.6.2-2
libomniorb4-dev 4.1.6-2
libomnithread3-dev 4.1.6-2
libomxil-bellagio-dev 0.9.3-2ubuntu1
libonig-dev 5.9.1-1ubuntu1
liboobs-1-dev 3.0.0-1ubuntu0.14.04.1
liboop-dev 1.0-10
libooptools-dev 2.8-1
libopal-dev 3.10.10~dfsg-2.1ubuntu3
libopenafs-dev 1.6.7-1ubuntu1
libopenais-dev 1.6.7-1ubuntu1
libopenal-dev 1:1.14-4ubuntu1
libopenbabel-dev 2.3.2+dfsg-1.1
libopenblas-dev 0.2.8-6ubuntu1
libopencc-dev 0.4.3-2build1
libopenconnect-dev 5.02-1
libopencore-amrnb-dev 0.1.3-2ubuntu1
libopencore-amrwb-dev 0.1.3-2ubuntu1
libopencryptoki-dev 2.3.1+dfsg-3ubuntu5
libopencsg-dev 1.3.2-2build3
libopenct1-dev 0.6.20-1.2ubuntu1
libopencv-calib3d-dev 2.4.8+dfsg1-2ubuntu1
libopencv-contrib-dev 2.4.8+dfsg1-2ubuntu1
libopencv-core-dev 2.4.8+dfsg1-2ubuntu1
libopencv-dev 2.4.8+dfsg1-2ubuntu1
libopencv-features2d-dev 2.4.8+dfsg1-2ubuntu1
libopencv-flann-dev 2.4.8+dfsg1-2ubuntu1
libopencv-gpu-dev 2.4.8+dfsg1-2ubuntu1
libopencv-highgui-dev 2.4.8+dfsg1-2ubuntu1
libopencv-imgproc-dev 2.4.8+dfsg1-2ubuntu1
libopencv-legacy-dev 2.4.8+dfsg1-2ubuntu1
libopencv-ml-dev 2.4.8+dfsg1-2ubuntu1
libopencv-objdetect-dev 2.4.8+dfsg1-2ubuntu1
libopencv-video-dev 2.4.8+dfsg1-2ubuntu1
libopendkim-dev 2.9.1-1
libopenexr-dev 1.6.1-7ubuntu1
libopenhpi-dev 2.14.1-1.3ubuntu2
libopenigtlink1-dev 2.14.1-1.3ubuntu2
libopenimageio-dev 1.3.12~dfsg0-1ubuntu1
libopenipmi-dev 2.0.18-0ubuntu7.1
libopenjpeg-dev 1.3+dfsg-4.7ubuntu1
libopenmeeg-dev 2.0.0.dfsg-5.1ubuntu1
libopenmpi-dev 1.6.5-8
libopenobex1-dev 1.5-2.1
libopenr2-dev 1.3.3-1
libopenraw-dev 0.0.9-3.4ubuntu1
libopenrawgnome-dev 0.0.9-3.4ubuntu1
libopenscap-dev 1.0.2-1
libopenscenegraph-dev 3.2.0~rc1-4ubuntu0.1
libopenslide-dev 3.4.0-1
libopensm2-dev 3.4.0-1
libopenthreads-dev 3.2.0~rc1-4ubuntu0.1
libopentoken3-dev 4.0b-4
libopenturns-dev 1.2-2
libopenusb-dev 1.2-2
libopenvg1-mesa-dev 10.1.3-0ubuntu0.4
libopenvrml-dev 10.1.3-0ubuntu0.4
libopenwalnut1-dev 10.1.3-0ubuntu0.4
liboping-dev 1.6.2-4
