atfs-dev 1.4pl6-11
libopkele-dev 2.0.4-6ubuntu1
libopts25-dev 1:5.18-2ubuntu2
libopus-dev 1.1-0ubuntu1
liborange-dev 1.1-0ubuntu1
liborbit2-dev 1:2.14.19-0.3
liborc-0.4-dev 1:0.4.18-1ubuntu1
liborigin-dev 20080225-2.1
liborigin2-dev 2:20110117-1build3
libortp-dev 3.6.1-2.1build2
liboscpack-dev 1.0.2-1
libosgearth-dev 2.4.0+dfsg-6
libosinfo-1.0-dev 0.2.9-1
libosip2-dev 4.0.0-3ubuntu2
libosl-dev 0.6.0-3
libosmesa6-dev 10.1.3-0ubuntu0.4
libosmgpsmap-dev 0.7.3-3ubuntu1
libosmium-dev 0.0~20111213-g7f3500a-3build5
libosmpbf-dev 1.3.0-1build1
libosp-dev 1.5.2-10ubuntu3
libosptk3-dev 3.4.2-1.1
liboss4-salsa-dev 3.4.2-1.1
libossim-dev 1.7.21-4
libossp-sa-dev 1.2.6-1
libossp-uuid-dev 1.6.2-1.3ubuntu1
libostyle-dev 1.4devel1-21
libotcl1-dev 1.14+dfsg-3
libotf-dev 0.9.13-1ubuntu1
libotf-trace-dev 1.12.4+dfsg-3build1
libotpw-dev 1.3-2ubuntu1
libotr2-dev 1.3-2ubuntu1
libots-dev 0.5.0-2.1ubuntu1
libow-dev 2.8p15-1ubuntu4
libowfat-dev 0.29-3
libowfat-dietlibc-dev 0.29-3
libownet-dev 2.8p15-1ubuntu4
libp11-dev 0.2.8-3ubuntu1
libp11-kit-dev 0.20.2-2ubuntu2
libpackagekit-glib2-dev 0.8.12-1ubuntu5
libpackagekit-qt2-dev 0.8.8-2ubuntu1
libpacketdump3-dev 3.0.18-1
libpacklib-lesstif1-dev 20061220+dfsg3-4
libpacklib1-dev 20061220+dfsg3-4
libpacparser-dev 1.3.0-2
libpam0g-dev 1.1.8-1ubuntu2
libpanel-applet-4-dev 1:3.8.0-1ubuntu12.2
libpango1.0-dev 1.36.3-1ubuntu1.1
libpangomm-1.4-dev 2.34.0-1ubuntu1
libpano13-dev 2.9.18+dfsg-6ubuntu2
libpantomime1.2-dev 1.2.0~pre3+snap20071004+dfsg-4build1
libpaper-dev 1.1.24+nmu2ubuntu3
libpaps-dev 0.6.8-7
libpaq-dev 1.0.5-1
libpar2-0-dev 1.0.5-1
libpari-dev 2.5.5-1
libparmetis-dev 3.1.1-4build1
libparpack2-dev 3.1.5-2
libparrot-dev 5.9.0-1build1
libparser++-dev 0.2.3-2
libparted0-dev 2.3-19ubuntu1
libpasswdqc-dev 1.3.0-1
libpath-utils-dev 0.3.0.1-4
libpathfinder-dev 1.1.3-0.4
libpawlib-lesstif3-dev 1:2.14.04.dfsg.2-9
libpawlib2-dev 1:2.14.04.dfsg.2-9
libpcap-dev 1.5.3-2
libpcap0.8-dev 1.5.3-2
libpcapnav0-dev 0.8-1ubuntu1
libpci-dev 1:3.2.1-1ubuntu5
libpciaccess-dev 0.13.2-1
libpcl1-dev 1.6-1ubuntu1
libpcre++-dev 0.9.5-6
libpcre3-dev 1:8.31-2ubuntu2
libpcscada2-dev 0.7.1-4
libpcsclite-dev 1.8.10-1ubuntu1
libpdflib804-2-dev 20061220+dfsg3-3
libpe-rules2-dev 1.1.10+git20130802-1ubuntu2.3
libpe-status3-dev 1.1.10+git20130802-1ubuntu2.3
libpeas-dev 1.8.1-2ubuntu2
libpengine3-dev 1.8.1-2ubuntu2
libperl-dev 5.18.2-2ubuntu1
libpetsc3.2-dev 5.18.2-2ubuntu1
libpfqueue-dev 0.5.6-8ubuntu1
libpfs-dev 1.8.5-1ubuntu3
libpgm-dev 5.1.118-1~dfsg-0.1ubuntu3
libpgpool-dev 3.3.2-1ubuntu1
libpgtcl-dev 1:1.9+git20120911-2
libphash0-dev 0.9.4-1.4ubuntu1
libphat-dev 0.4.1-5
libphobos-4.4-dev 0.4.1-5
libphobos2-4.6-dev 0.4.1-5
libphone-ui-dev 1:0.0.1+git20110825-3build2
libphone-utils-dev 0.1+git20110523-2.1
libphonon-dev 4:4.7.80-0ubuntu1~ubuntu14.04
libphononexperimental-dev 4:4.7.80-0ubuntu1~ubuntu14.04
libphotos202-dev 20061220+dfsg3-3
libphtools2-dev 20061220+dfsg3-3
libphysfs-dev 2.0.3-2
libpiano-dev 2013.09.15-1
libpigment0.3-dev 0.3.17-1ubuntu1
libpils2-dev 1.0.11+hg2754-1.1build1
libpinyin0-dev 1.0.11+hg2754-1.1build1
libpion-common-dev 4.0.7+dfsg-3.1ubuntu2
libpion-net-dev 4.0.7+dfsg-3.1ubuntu2
libpipeline-dev 1.3.0-1
libpisock-dev 0.12.5-6ubuntu2
libpixman-1-dev 0.30.2-2ubuntu1
libpkcs11-helper1-dev 1.11-1
libplayer-dev 2.0.1-2.2
libplayerc++3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayerc3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayercommon3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayercore3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayerdrivers3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayerinterface3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayerjpeg3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayertcp3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplayerwkb3.0-dev 3.0.2+dfsg-4.1ubuntu3
libplib-dev 1.8.5-7
libplist++-dev 1.10-1
libplist-dev 1.10-1
libpload-dev 1.10-1
libplot-dev 2.6-3ubuntu1
libploticus0-dev 2.42-1
libplotmm-dev 0.1.2-2
libplplot-ada0-dev 0.1.2-2
libplplot-dev 5.10.0-0ubuntu5
libplumb2-dev 1.0.11+hg2754-1.1build1
libplumbgpl2-dev 1.0.11+hg2754-1.1build1
libpmap3.0-dev 3.0.2+dfsg-4.1ubuntu3
libpmi0-dev 2.6.5-1
libpmount-dev 0.0.16
libpng++-dev 0.2.5-1
libpng12-dev 1.2.50-1ubuntu2
libpnglite-dev 0.1.17-1
libpoco-dev 1.3.6p1-4
libpodofo-dev 0.9.0-1.2
libpodofo-utils 0.9.0-1.2
libpolarssl-dev 1.3.4-1
libpolarssl-runtime 1.3.4-1
libpoldiff-dev 3.3.8-3ubuntu1
libpolkit-agent-1-dev 0.105-4ubuntu2.14.04.1
libpolkit-backend-1-dev 0.105-4ubuntu2.14.04.1
libpolkit-gobject-1-dev 0.105-4ubuntu2.14.04.1
libpolkit-qt-1-dev 0.103.0-1ubuntu1
libpolybori-dev 0.8.3-3
libpolylib64-dev 5.22.5-3+dfsgubuntu1
libpolyml-dev 5.2.1-1.1
libpolyorb2-dev 2.8~20110207-5.1
libpomp-dev 1.1+dfsg-3
libpoppler-cpp-dev 0.24.5-2ubuntu4.2
libpoppler-dev 0.24.5-2ubuntu4.2
libpoppler-glib-dev 0.24.5-2ubuntu4.2
libpoppler-private-dev 0.24.5-2ubuntu4.2
libpoppler-qt4-dev 0.24.5-2ubuntu4.2
libpopplerkit-dev 0.0.20051227svn-7.1build1
libpopt-dev 1.16-8ubuntu1
libportaudio-dev 18.1-7.1
libportmidi-dev 1:200-0ubuntu3
libportsmf-dev 0.1~svn20101010-4
libpostproc-dev 6:0.git20120821-4
libpotrace-dev 1.11-2
libpowerman0-dev 2.3.5-1
libppd-dev 2:0.10-7.1ubuntu2
libppl0.11-dev 2:0.10-7.1ubuntu2
libpq-dev 9.3.6-0ubuntu0.14.04
libpqxx3-dev 1:3.1.1-0ubuntu4
libprelude-dev 1.0.0-11ubuntu4
libpreludedb-dev 1.0.0-2.1ubuntu1
libpresage-dev 0.8.8-1ubuntu3
libpri-dev 1.4.14-1
libprinterconf-dev 0.5-12ubuntu1
libprintsys-dev 0.6-13ubuntu1
libprison-dev 1.0+dfsg-1
libprocps0-dev 1.0+dfsg-1
libproj-dev 4.8.0-2ubuntu2
libprojectm-dev 2.1.0+dfsg-1build2
libprojectm-qt-dev 2.1.0+dfsg-1build2
libprotobuf-c0-dev 0.15-1build1
libprotobuf-dev 2.5.0-9ubuntu1
libprotoc-dev 2.5.0-9ubuntu1
libproxy-dev 0.4.11-0ubuntu4
libproxychains-dev 3.1-6
libpspell-dev 0.60.7~20110707-1ubuntu1
libpst-dev 0.6.59-1build1
libpstoedit-dev 3.62-1ubuntu1
libpstreams-dev 0.8.0-2
libpt-dev 2.10.10~dfsg-4
libptexenc-dev 2013.20130729.30972-2build3
libpth-dev 2.0.7-19ubuntu1
libpthread-stubs0-dev 0.3-4
libpthread-workqueue-dev 0.8.2-1
libptscotch-dev 5.1.12b.dfsg-2build1
libpugl-dev 0~svn32+dfsg0-1
libpulse-dev 1:4.0-0ubuntu11.1
libpuma-dev 1:1.1+svn20120529-2
libpurelibc-dev 0.4.1-1
libpurple-dev 1:2.10.9-0ubuntu3.2
libpuzzle-dev 0.9-6
libpwl-dev 0.9-6
libpyside-dev 1.2.1-4build1
libpythia8-dev 8.1.80-1
libpythonqt2-dev 8.1.80-1
libqalculate-dev 0.9.7-9
libqapt-dev 2.1.70-0ubuntu4.2
libqb-dev 0.16.0.real-1ubuntu3
libqca2-dev 2.0.3-5
libqd-dev 2.3.11.dfsg-2.2
libqdaccolib-dev 0.8.2-1ubuntu1
libqdbm++-dev 1.8.78-3
libqdbm-dev 1.8.78-3
libqdjango-db0 0.4.0-1ubuntu2
libqdjango-dev 0.4.0-1ubuntu2
libqdjango-http0 0.4.0-1ubuntu2
libqdjango-script0 0.4.0-1ubuntu2
libqedje-dev 0.4.0+lgpl-3
libqfits-dev 6.2.0-6
libqgis-dev 2.0.1-2build2
libqglviewer-dev-common 2.0.1-2build2
libqglviewer-qt4-dev 2.0.1-2build2
libqgpsmm-dev 3.9-3
libqhull-dev 2012.1-4
libqimageblitz-dev 1:0.0.6-4build1
libqjson-dev 0.8.1-3
libqmf-dev 0.16-7ubuntu5
libqmf2-dev 0.16-7ubuntu5
libqmfconsole2-dev 0.16-7ubuntu5
libqmfengine1-dev 0.16-7ubuntu5
libqmmp-dev 0.7.4-1
libqmmpui-dev 0.7.4-1
libqoauth-dev 1.0.1-2ubuntu1
libqof-dev 0.8.7-1ubuntu1
libqofexpensesobjects-dev 0.8.7-1ubuntu1
libqpdf-dev 5.1.1-1
libqpidbroker2-dev 0.16-7ubuntu5
libqpidclient2-dev 0.16-7ubuntu5
libqpidcommon2-dev 0.16-7ubuntu5
libqpidmessaging2-dev 0.16-7ubuntu5
libqpidtypes1-dev 0.16-7ubuntu5
libqpol-dev 3.3.8-3ubuntu1
libqpx-dev 0.7.1.002-6
libqrencode-dev 3.4.2-1
libqrupdate-dev 1.1.1-1
libqsastime-dev 5.10.0-0ubuntu5
libqscintilla2-dev 2.8.1-2ubuntu1
libqt4-dev 4:4.8.5+git192-g085f851+dfsg-2ubuntu4
libqt4-opengl-dev 4:4.8.5+git192-g085f851+dfsg-2ubuntu4
libqt4-private-dev 4:4.8.5+git192-g085f851+dfsg-2ubuntu4
libqt4pas-dev 2.5-10ubuntu1
libqtassistantclient-dev 4.6.3-6
libqtexengine-dev 0.3-3
libqtgstreamer-dev 0.10.2-2ubuntu2
libqtruby4shared-dev 4:4.13.0-0ubuntu1
libqtwebkit-dev 2.3.2-0ubuntu7
libquantlib0-dev 1.4-2
libquantum-dev 1.1.1-3ubuntu1
libquicktime-dev 2:1.2.4-4ubuntu2
libquorum-dev 2.3.3-1ubuntu1
libquvi-dev 0.4.1-1ubuntu3
libqwt-dev 6.0.0-1.2
libqwt5-qt4-dev 5.2.3-1
libqwtplot3d-qt4-dev 0.2.7+svn191-7
libqxmlrpc-dev 0.0.svn6-2
libqxmpp-dev 0.7.6-1
libqxt-dev 0.6.2-1
libqzeitgeist-dev 0.7.0-1build1
libqzion-dev 0.4.0+lgpl-4
librabbitmq-dev 0.4.1-1
libradare2-dev 0.9.6-3.1ubuntu1
libradius1-dev 0.3.2-14build1
libradiusclient-ng-dev 0.5.6-1.1ubuntu2
libranlip-dev 1.0-4.1ubuntu1
librapi2-dev 1.0-4.1ubuntu1
libraptor1-dev 1.4.21-10
libraptor2-dev 2.0.13-1
librarian-dev 0.8.1-5ubuntu1
librasqal3-dev 0.9.32-1
librasterlite-dev 1.1g-3
libraul-dev 0.8.0+dfsg0-0.1
libraw-dev 0.15.4-1
libraw1394-dev 2.1.0-1ubuntu1
librcc-dev 0.2.9-3.1ubuntu1
librcd-dev 0.1.13-3build1
librdf0-dev 1.0.17-1
librdkit-dev 201309-1
librdmacm-dev 1.0.16-1
librdmawrap2-dev 0.16-7ubuntu5
libreadline-dev 6.3-4ubuntu2
libreadline-gplv2-dev 5.2+dfsg-2
libreadline6-dev 6.3-4ubuntu2
librec-dev 1.5-1.1ubuntu1
librecode-dev 3.6-21
libref-array-dev 0.3.0.1-4
libregina3-dev 3.6-2
libregistry-dev 3.6-2
libreiser4-dev 1.0.7-6.3fakesync2
librelp-dev 1.2.2-2ubuntu1
libremctl-dev 3.8-3
librenaissance0-dev 0.9.0-4build3
librep-dev 0.90.2-1.4ubuntu3
libreplaygain-dev 1.0~r475-1
libresample1-dev 0.1.3-4
libresid-builder-dev 2.1.1-14
libresiprocate-1.8-dev 2.1.1-14
libresiprocate-turn-client-1.8-dev 2.1.1-14
librest-dev 0.7.90-0ubuntu1
librest-extras-dev 0.7.90-0ubuntu1
librhash-dev 1.3.1-1
librheolef-dev 6.5-1build1
librivet-dev 1.8.3-1.1
librlog-dev 1.4-2ubuntu2
libroar-dev 1.0~beta11-1
libroot-bindings-python-dev 5.34.14-1build1
libroot-bindings-ruby-dev 5.34.14-1build1
libroot-core-dev 5.34.14-1build1
libroot-geom-dev 5.34.14-1build1
libroot-graf2d-gpad-dev 5.34.14-1build1
libroot-graf2d-graf-dev 5.34.14-1build1
libroot-graf2d-postscript-dev 5.34.14-1build1
libroot-graf3d-eve-dev 5.34.14-1build1
libroot-graf3d-g3d-dev 5.34.14-1build1
libroot-graf3d-gl-dev 5.34.14-1build1
libroot-gui-dev 5.34.14-1build1
libroot-gui-ged-dev 5.34.14-1build1
libroot-hist-dev 5.34.14-1build1
libroot-hist-spectrum-dev 5.34.14-1build1
libroot-html-dev 5.34.14-1build1
libroot-io-dev 5.34.14-1build1
libroot-io-xmlparser-dev 5.34.14-1build1
libroot-math-foam-dev 5.34.14-1build1
libroot-math-genvector-dev 5.34.14-1build1
libroot-math-mathcore-dev 5.34.14-1build1
libroot-math-mathmore-dev 5.34.14-1build1
libroot-math-matrix-dev 5.34.14-1build1
libroot-math-minuit-dev 5.34.14-1build1
libroot-math-mlp-dev 5.34.14-1build1
libroot-math-physics-dev 5.34.14-1build1
libroot-math-quadp-dev 5.34.14-1build1
libroot-math-smatrix-dev 5.34.14-1build1
libroot-math-splot-dev 5.34.14-1build1
libroot-math-unuran-dev 5.34.14-1build1
libroot-misc-memstat-dev 5.34.14-1build1
libroot-misc-minicern-dev 5.34.14-1build1
libroot-misc-table-dev 5.34.14-1build1
libroot-montecarlo-eg-dev 5.34.14-1build1
libroot-montecarlo-vmc-dev 5.34.14-1build1
libroot-net-auth-dev 5.34.14-1build1
libroot-net-bonjour-dev 5.34.14-1build1
libroot-net-dev 5.34.14-1build1
libroot-net-ldap-dev 5.34.14-1build1
libroot-proof-clarens-dev 5.34.14-1build1
libroot-proof-dev 5.34.14-1build1
libroot-proof-proofplayer-dev 5.34.14-1build1
libroot-roofit-dev 5.34.14-1build1
libroot-static 5.34.14-1build1
libroot-tmva-dev 5.34.14-1build1
libroot-tree-dev 5.34.14-1build1
libroot-tree-treeplayer-dev 5.34.14-1build1
librostlab-blast0-dev 1.0.1-3
librostlab3-dev 1.0.20-3ubuntu1
librpcsecgss-dev 0.19-6ubuntu1
librplay3-dev 3.3.2-14
librpm-dev 4.11.1-3ubuntu0.1
librra-dev 4.11.1-3ubuntu0.1
librrd-dev 1.4.7-2ubuntu5
librsl-dev 1.43-1ubuntu1
librsskit-dev 0.3-2build1
librsvg2-dev 2.40.2-1
librsync-dev 0.9.7-10
librtai-dev 3.9.1-4
librtas-dev 3.9.1-4
librtasevent-dev 3.9.1-4
librtaudio-dev 4.0.12~ds0-1ubuntu1
librtfcomp-dev 1.1-5.1ubuntu1
librtfilter-dev 1.1-4
librtmidi-dev 2.0.1~ds0-3ubuntu1
librtmp-dev 2.4+20121230.gitdf6c518-1
librubberband-dev 1.8.1-4
libruby1.8-dbg 1.8.1-4
librudecgi-dev 5.0.0-1ubuntu1
libruli-bin 0.33-1.1
libruli4-dev 0.33-1.1
librxp-dev 1.5.0-2ubuntu1
libs3-dev 2.0-2
libs3d-dev 0.2.2-9
libs3dw-dev 0.2.2-9
libsaamf3-dev 0.2.2-9
libsackpt3-dev 0.2.2-9
libsaclm3-dev 0.2.2-9
libsaevt3-dev 0.2.2-9
libsage-dev 0.2.0-4.1ubuntu1
libsalck3-dev 0.2.0-4.1ubuntu1
libsam-dev 2.3.3-1ubuntu1
libsamba-credentials-dev 2.3.3-1ubuntu1
libsamba-hostconfig-dev 2.3.3-1ubuntu1
libsamba-policy-dev 2.3.3-1ubuntu1
libsamba-util-dev 2.3.3-1ubuntu1
libsamdb-dev 2.3.3-1ubuntu1
libsaml2-dev 2.5.3-2
libsampleicc-dev 2.5.3-2
libsamplerate0-dev 0.1.8-7
libsamsg4-dev 0.1.8-7
libsane-dev 1.0.23-3ubuntu3.1
libsane-extras-dev 1.0.22.3ubuntu1
libsanlock-dev 2.2-2
libsasl2-dev 2.1.25.dfsg1-17build1
libsatmr3-dev 2.1.25.dfsg1-17build1
libsbjson-dev 2.3.2-2build1
libsbsms-dev 2.0.1-1
libsbuf-dev 9.2+ds2-4
libsbuild-dev 1.6.8-1ubuntu1
libsc-dev 2.3.1-16build1
libscalapack-mpi-dev 1.8.0-9build1
libscalapack-pvm-dev 1.8.0-9build1
libscalc-dev 0.2.4-3
libscamperfile0-dev 20140122-1
libschroedinger-dev 1.0.11-2ubuntu1
libscim-dev 1.4.14-6
libscm-dev 5e5-3.3
libscotch-dev 5.1.12b.dfsg-2build1
libscotchmetis-dev 5.1.12b.dfsg-2build1
libscotchparmetis-dev 5.1.12b.dfsg-2build1
libsctp-dev 1.0.15+dfsg-1
libscythestat-dev 1.0.2-1
libsdl-console-dev 2.1-3
libsdl-gfx1.2-dev 2.0.23-3
libsdl-image1.2-dev 1.2.12-5build2
libsdl-mixer1.2-dev 1.2.12-10
libsdl-net1.2-dev 1.2.8-4
libsdl-pango-dev 0.1.2-6
libsdl-sge-dev 030809dfsg-4
libsdl-sound1.2-dev 1.0.3-7
libsdl-stretch-dev 0.3.1-4
libsdl-ttf2.0-dev 2.0.11-3
libsdl1.2-dev 1.2.15-8ubuntu1.1
libsdpa-dev 7.3.9+dfsg-1build1
libsearchclient-dev 0.7.8-1ubuntu2
libseaudit-dev 3.3.8-3ubuntu1
libseed-gtk3-dev 3.8.1-1
libsefs-dev 3.3.8-3ubuntu1
libselinux1-dev 2.2.2-1ubuntu0.1
libsemanage1-dev 2.2-1
libsensors-applet-plugin-dev 3.0.0+git4-2ubuntu2
libsensors4-dev 1:3.3.4-2ubuntu1
libsepol1-dev 2.2-1ubuntu0.1
libserd-dev 0.18.2~dfsg0-2
libserf-dev 1.3.3-1ubuntu0.1
libsexy-dev 0.1.11-2ubuntu1
libsfml-dev 2.1+dfsg-4ubuntu2
libsfst1-1.2-0-dev 2.1+dfsg-4ubuntu2
libsgutils2-dev 1.36-1ubuntu1
libshairport-dev 1.2.1~git20120110.aeb4987-2ubuntu1
libshevek-dev 1.3-1
libshhmsg1-dev 1.4.1-5
libshhopt1-dev 1.1.7-3
libshiboken-dev 1.2.1-3build1
libshibsp-dev 2.5.2+dfsg-2
libshisa-dev 1.0.2-3ubuntu2
libshishi-dev 1.0.2-3ubuntu2
libshout3-dev 2.3.1-3
libshp-dev 1.2.10-7
libshr-glib-dev 2011.03.08.2~git20110930-3
libsidl-dev 1.4.0.dfsg-8.2
libsidplay1-dev 1.36.59-5ubuntu1
libsidplay2-dev 2.1.1-14
libsidplayfp-dev 1.2.2-1
libsidutils-dev 2.1.1-14
libsieve2-dev 2.2.6-1.2
libsigc++-1.2-dev 1.2.7-2ubuntu1
libsigc++-2.0-dev 2.2.10-0.2ubuntu2
libsigc++-dev 2.2.10-0.2ubuntu2
libsigrok0-dev 0.2.0-2.1ubuntu1
libsigrokdecode0-dev 0.2.0-2ubuntu1
libsigsegv-dev 2.10-2
libsilly-dev 0.1.0-3
libsilo-dev 4.8-13build1
libsimage-dev 1.7.1~2c958a6.dfsg-2ubuntu1
libsimplelist0-dev 1.7.1~2c958a6.dfsg-2ubuntu1
libsipwitch-dev 1.6.1-1build2
libsiscone-dev 2.0.6-1
libsiscone-spherical-dev 2.0.6-1
libskk-dev 1.0.0-1
libskstream-0.3-dev 0.3.9-1
libslang2-dev 2.2.4-15ubuntu1
libslang2-pic 2.2.4-15ubuntu1
libslepc3.2-dev 2.2.4-15ubuntu1
libslp-dev 1.2.1-9
libslurm-dev 2.6.5-1
libslurmdb-dev 2.6.5-1
libslv2-dev 0.6.6+dfsg1-2
libsm-dev 2:1.2.1-2
libsmbclient-dev 2:4.1.6+dfsg-1ubuntu2.14.04.7
libsmbclient-raw-dev 2:4.1.6+dfsg-1ubuntu2.14.04.7
libsmbios-dev 2.2.28-2
libsmf-dev 1.3-2ubuntu1
libsmi2-dev 0.4.8+dfsg2-8ubuntu2
libsmokekde-dev 4:4.13.0-0ubuntu1
libsmokeqt4-dev 4:4.13.0-0ubuntu1
libsmpeg-dev 0.4.5+cvs20030824-5ubuntu4
libsnacc-dev 1.3.1-4
libsnack2-dev 1.3.1-4
libsnappy-dev 1.1.0-1ubuntu1
libsndfile1-dev 1.0.25-7ubuntu2
libsndobj-dev 2.6.6.1-3
libsnmp-dev 5.7.2~dfsg-8.1ubuntu3
libsnmpkit-dev 0.9-16build1
libsocialweb-client-dev 0.25.20-6
libsocialweb-dev 0.25.20-6
libsocksd0-dev 1.1.19.dfsg-3ubuntu11
libsofa-c-dev 2013.12.02-1
libsofa1-dev 1.0~beta4-8build1
libsofia-sip-ua-dev 1.12.11+20110422.1-2ubuntu1
libsofia-sip-ua-glib-dev 1.12.11+20110422.1-2ubuntu1
libsofthsm-dev 1.3.5-1ubuntu3
libsoil-dev 1.07~20080707.dfsg-2
libsombok-dev 2.3.1-2
libsonic-dev 0.1.18-0ubuntu1
libsope-dev 2.1.1-1
libsoprano-dev 2.9.4+dfsg1-0ubuntu2
libsoqt-dev-common 1.6.0~e8310f-1
libsoqt4-dev 1.6.0~e8310f-1
libsord-dev 0.12.0~dfsg0-3
libsoundgen-dev 0.12.0~dfsg0-3
libsoundtouch-dev 1.7.1-5
libsoup-gnome2.4-dev 2.44.2-1ubuntu2
libsoup2.4-dev 2.44.2-1ubuntu2
libsoupcutter-dev 1.1.7-1.2ubuntu3
libsource-highlight-dev 3.1.6-2ubuntu1
libsox-dev 14.4.1-3ubuntu1
libsp-gxmlcpp-dev 1.0.20040603-5.1
libsp1-dev 1.3.4-1.2.1-47.3ubuntu1
libspandsp-dev 0.0.6~pre21-2
libsparsehash-dev 1.10-1ubuntu1
libsparskit-dev 2.0.0-2build1
libspatialindex-dev 1.8.1-2
libspatialite-dev 4.1.1-5ubuntu1
libspctag-dev 0.2-1
libspectre-dev 0.2.7-2ubuntu1.1
libspectrum-dev 1.1.1-1
libspeechd-dev 0.8-5ubuntu1
libspeex-dev 1.2~rc1.1-1ubuntu1
libspeexdsp-dev 1.2~rc1.1-1ubuntu1
libspf2-dev 1.2.10-3
libsphere-dev 3.2-7build1
libspice-client-glib-2.0-dev 0.22-0nocelt2
libspice-client-gtk-2.0-dev 0.22-0nocelt2
libspice-client-gtk-3.0-dev 0.22-0nocelt2
libspice-protocol-dev 0.12.6-1
libspice-server-dev 0.12.4-0nocelt2
libspiro-dev 20071029-8ubuntu1
libspnav-dev 0.2.2-1ubuntu1
libspooles-dev 2.2-10build1
libsprng2-dev 2.0a-8ubuntu1
libsqlheavy-dev 0.1.1-2
libsqlheavygtk-dev 0.1.1-2
libsqlite0-dev 2.8.17-10ubuntu2
libsqlite3-dev 3.8.2-1ubuntu2
libsquizz-dev 0.99b+dfsg-3
libsratom-dev 0.4.4~dfsg0-1
libsrecord-dev 1.58-1
libsrf-dev 0.1+dfsg-2
libsrtp0-dev 1.4.5~20130609~dfsg-1
libss2-dbg 1.42.9-3ubuntu1.2
libss7-dev 1.0.2-5
libsscm-dev 0.8.5-4ubuntu2
libssh-dev 0.6.1-0ubuntu3.1
libssh2-1-dbg 1.4.3-2
libssh2-1-dev 1.4.3-2
libssl-dev 1.0.1f-1ubuntu2.11
libsslcommon2-dev 0.16-7ubuntu5
libsss-sudo-dev 0.16-7ubuntu5
libst-dev 1.9-3build1
libstaden-read-dev 1.13.5-1.1
libstarlink-ast-dev 7.3.3+dfsg-1
libstarlink-pal-dev 0.3.0-3
libstarpu-contrib-dev 1.1.0+dfsg-2ubuntu1
libstarpu-dev 1.1.0+dfsg-2
libstarpu-dev 1.1.0+dfsg-2
libstartup-notification0-dev 0.12-3ubuntu1
libstatgrab-dev 0.90-1.1ubuntu1
libstdc++6-4.4-dev 4.4.7-8ubuntu1
libstdc++6-4.4-pic 4.4.7-8ubuntu1
libstdc++6-4.6-dev 4.6.4-6ubuntu2
libstdc++6-4.6-pic 4.6.4-6ubuntu2
libstdc++6-4.7-dev 4.7.3-12ubuntu1
libstdc++6-4.7-pic 4.7.3-12ubuntu1
libstemmer-dev 0+svn546-2
libsteptalk-dev 0.10.0-5build1
libstfl-dev 0.22-1.1
libstk0-dev 4.4.4-4
libstonith1-dev 1.0.11+hg2754-1.1build1
libstonithd1-dev 1.0.11+hg2754-1.1build1
libstreamanalyzer-dev 0.7.8-1ubuntu2
libstreams-dev 0.7.8-1ubuntu2
libstrigihtmlgui-dev 0.7.8-1ubuntu2
libstrigiqtdbusclient-dev 0.7.8-1ubuntu2
libstroke0-dev 0.5.1-6ubuntu1
libstxxl-dev 1.3.1-5ubuntu1
libsublime-dev 1.6.0-0ubuntu1.1
libsubtitleeditor-dev 0.41.0-2ubuntu1
libsubunit-dev 0.0.18-0ubuntu7
libsugarext-dev 0.98.7-1
libsuil-dev 0.6.16~dfsg0-1
libsuitesparse-dev 1:4.2.1-3ubuntu1
libsuitesparse-dev 1:4.2.1-3ubuntu1
libsuitesparse-metis-dev 3.1.0-2ubuntu1
libsundials-serial-dev 2.5.0-3ubuntu1
libsunpinyin-dev 2.0.3+git20130507-1ubuntu1
libsuperlu3-dev 3.0+20070106-3
libsvga1-dev 1:1.4.3-33
libsvm-dev 3.12-1
libsvn-dev 1.8.8-1ubuntu3.1
libsvnqt-dev 1.6.0-2
libsvrcore-dev 1:4.0.4-15
libswami-dev 2.0.0+svn389-2
libswe-dev 1.80.00.0001-1ubuntu1
libswiften-dev 2.0+dev6-1
libsword-dev 1.6.2+dfsg-6build1
libswscale-dev 6:9.18-0ubuntu0.14.04.1
libsx-dev 2.05-5
libsyfi1.0-dev 1.0.0.dfsg-1.2
libsylph-dev 1.1.0-13
libsymmetrica-dev 2.0-1
libsynce0-dev 2.0-1
libsyncml-dev 0.5.4-2.1
libsynfig-dev 0.64.1-2
libsynopsis0.12-dev 0.12-8build2
libsynthesis-dev 3.4.0.47.1-1
libsysactivity-dev 0.6.5-1
libsysfs-dev 2.1.0+repack-3ubuntu1
libsyslog-ng-dev 2.1.0+repack-3ubuntu1
libsystemd-daemon-dev 204-5ubuntu20.11
libsystemd-id128-dev 204-5ubuntu20.11
libsystemd-journal-dev 204-5ubuntu20.11
libsystemd-login-dev 204-5ubuntu20.11
libt1-dev 5.1.2-3.6ubuntu1
libtacacs+1-dev 4.0.4.26-3
